user_name,date,game_mode,kills,damage,survival_time_seconds,rescue,distance_traveled,skill_uses,preferred_skill,preferred_weapon_1,preferred_weapon_2,arsenal,accuracy,head_shot,earned_rank_xp,earned_xp,high_tier,win_loss,final_position,total_groups,relative_position
romanoski,2024-04-29,Squad,4,729,1111.0,0,5762,3,Pumped,AK47,Bazzoca FHJ,0,0.125,0.0,75,12744,1,1,1,25,4.0
romanoski,2024-04-29,Squad,2,1252,657.0,0,3944,4,Pumped,AK47,Bazzoca FHJ,1,0.22,0.0,19,8114,0,0,9,25,36.0
romanoski,2024-04-29,Squad,5,1378,1071.0,2,5189,4,Pumped,AK47,Bazzoca FHJ,1,0.371,0.0,56,12204,1,0,3,25,12.0
romanoski,2024-04-29,Squad,3,322,1122.0,1,4408,3,Pumped,AK47,Bazzoca FHJ,0,0.313,0.0,47,7186,1,0,2,25,8.0
romanoski,2024-04-30,Squad,2,411,1043.0,0,4450,1,Pumped,AK47,Bazzoca FHJ,0,0.35100000000000003,0.0,75,6671,0,0,2,26,7.6923076923076925
romanoski,2024-05-01,Squad,1,300,637.0,0,2124,0,Pumped,AK47,Bazzoca FHJ,0,0.391,0.0,-11,4097,0,0,12,25,48.0
romanoski,2024-05-01,Squad,7,2186,1198.0,1,6058,15,Pumped,AK47,Bazzoca FHJ,1,0.192,0.0,103,7815,0,1,1,27,3.7037037037037033
romanoski,2024-05-01,Squad,6,1743,963.0,0,4984,9,Pumped,AK47,Bazzoca FHJ,1,0.275,0.0,58,6340,0,0,4,28,14.285714285714285
romanoski,2024-05-01,Squad,1,514,885.0,2,4526,3,Pumped,AK47,Bazzoca FHJ,0,0.25,0.0,31,5450,0,0,7,25,28.000000000000004
romanoski,2024-05-01,Squad,1,299,1199.0,0,2373,2,Pumped,AK47,Bazzoca FHJ,0,0.254,0.0,57,7095,1,0,2,25,8.0
romanoski,2024-05-01,Squad,3,2365,1170.0,0,4999,5,Pumped,AK47,Bazzoca FHJ,1,0.17300000000000001,0.0,82,6693,0,1,1,26,3.8461538461538463
romanoski,2024-05-01,Squad,2,782,1103.0,1,4343,3,Pumped,AK47,Bazzoca FHJ,0,0.154,0.5,42,6177,0,0,2,25,8.0
romanoski,2024-05-01,Squad,4,832,1027.0,0,4503,1,Pumped,AK47,Bazzoca FHJ,0,0.157,0.25,72,6127,0,1,1,26,3.8461538461538463
romanoski,2024-05-02,Squad,4,1476,1155.0,1,5002,4,Pumped,AK47,Bazzoca FHJ,1,0.17300000000000001,0.0,73,6716,0,1,1,26,3.8461538461538463
romanoski,2024-05-02,Squad,2,794,1147.0,3,4118,6,Pumped,AK47,Bazzoca FHJ,0,0.235,1.0,33,6380,0,0,2,26,7.6923076923076925
romanoski,2024-05-02,Squad,5,1266,1086.0,0,6259,3,Pumped,AK47,Bazzoca FHJ,1,0.18600000000000003,0.4,73,6490,0,1,1,25,4.0
romanoski,2024-05-02,Squad,6,1547,1038.0,3,5530,10,Pumped,AK47,Bazzoca FHJ,1,0.192,0.0,76,6361,0,1,1,25,4.0
romanoski,2024-05-02,Squad,0,12,176.0,0,1052,0,Pumped,AK47,Bazzoca FHJ,0,0.05,0.0,-15,1540,1,0,25,26,96.15384615384616
